restaurant_name,city,locality,cuisines,cost,currency,price_range,rating,votes,cost_bucket,primary_cuisine
Centro,des moines,Downtown,"italian, pizza",40,Dollar($),3,4.5,1109,Low,italian
Fong's Pizza,des moines,Downtown,"chinese, pizza",25,Dollar($),2,4.6,728,Low,chinese
A Dong Restaurant,des moines,Downtown,"asian, vegetarian, vietnamese, bubble tea",10,Dollar($),1,4.4,659,Low,asian
Court Avenue Brewing Company,des moines,Downtown,"american, pizza, bar food",40,Dollar($),3,4.2,370,Low,american
Django,des moines,Downtown,french,40,Dollar($),3,4.3,532,Low,french
Miyabi 9,des moines,East Village,"japanese, sushi",25,Dollar($),2,4.8,860,Low,japanese
Zombie Burger + Drink Lab,des moines,East Village,"burger, desserts, vegetarian",10,Dollar($),1,4.2,943,Low,burger
Tursi's Latin King,des moines,Fairground,"american, italian",70,Dollar($),4,4.1,476,Low,american
Tsing Tsao South,des moines,Greater South Side,chinese,10,Dollar($),1,4.1,218,Low,chinese
Bandit Burrito,des moines,Johnston,"breakfast, mexican, southwestern",10,Dollar($),1,4.0,214,Low,breakfast
Jethro's BBQ,des moines,Kingman Place Historic District,"american, bbq",25,Dollar($),2,4.3,699,Low,american
The Machine Shed Restaurant,des moines,Urbandale,"american, breakfast",25,Dollar($),2,3.8,308,Low,american
Mi Patria,des moines,West Des Moines,latin american,25,Dollar($),2,4.0,157,Low,latin american
Waterfront Seafood Market,des moines,West Des Moines,"seafood, sushi",40,Dollar($),3,4.2,530,Low,seafood
The Giggling Goat,dicky beach,Dicky Beach,"coffee and tea, tea, modern australian",7,Dollar($),1,3.6,29,Low,coffee and tea
Burnt Toast Cafe,dubuque,Dubuque,breakfast,10,Dollar($),1,3.4,33,Low,breakfast
Catfish Charlie's,dubuque,Dubuque,seafood,25,Dollar($),2,3.3,40,Low,seafood
Salsa's Mexican Restaurant,dubuque,Dubuque,mexican,10,Dollar($),1,3.4,153,Low,mexican
Tony Roma's,dubuque,Dubuque,"american, bbq, seafood",25,Dollar($),2,3.3,65,Low,american
Vinny Vanucchi's,dubuque,Dubuque,italian,25,Dollar($),2,3.4,58,Low,italian
Champps Americana,dubuque,Dubuque,"american, burger, sandwich",25,Dollar($),2,3.5,100,Low,american
Fiesta Cancun,dubuque,Dubuque,mexican,10,Dollar($),1,3.6,156,Low,mexican
Happy Joe's Pizza & Ice Cream,dubuque,Dubuque,"desserts, pizza, ice cream",0,Dollar($),1,3.5,74,Low,desserts
Houlihan's,dubuque,Dubuque,"american, burger",25,Dollar($),2,3.6,117,Low,american
Ichiban Hibachi Steakhouse & Sushi Bar,dubuque,Dubuque,"japanese, steak, sushi",40,Dollar($),3,3.7,83,Low,japanese
Kalmes Breaktime Bar & Grill,dubuque,Dubuque,"american, burger",25,Dollar($),2,3.6,48,Low,american
L. May Eatery,dubuque,Dubuque,"international, pizza",40,Dollar($),3,3.8,198,Low,international
Los Aztecas,dubuque,Dubuque,mexican,10,Dollar($),1,3.5,126,Low,mexican
Manna Java World Cafe,dubuque,Dubuque,"breakfast, pizza",10,Dollar($),1,3.5,119,Low,breakfast
Mario's Italian Restaurant,dubuque,Dubuque,"american, italian",25,Dollar($),2,3.6,140,Low,american
Pepper Sprout Incorporated,dubuque,Dubuque,american,40,Dollar($),3,3.6,159,Low,american
Shot Tower Inn,dubuque,Dubuque,"italian, pizza",25,Dollar($),2,3.6,131,Low,italian
Sunshine Family Restaurant,dubuque,Dubuque,"american, breakfast, burger",10,Dollar($),1,3.5,60,Low,american
Watershed Cafe,dubuque,Dubuque,"american, burger, pizza, cafe",25,Dollar($),2,3.7,89,Low,american
Woodfire Grille,dubuque,Dubuque,"american, seafood, steak",70,Dollar($),4,3.6,72,Low,american
The Belle General,east ballina,East Ballina,cafe,20,Dollar($),2,4.1,56,Low,cafe
Jehova es Mi Pastor Tacos y Burritos,fernley,Fernley,mexican,10,Dollar($),1,3.7,83,Low,mexican
Flaxton Gardens,flaxton,Flaxton,"tea, modern australian",30,Dollar($),3,3.5,37,Low,tea
Bespoke Harvest,forrest,Forrest,"cafe, australian",20,Dollar($),2,3.7,29,Low,cafe
Houndstooth Grill & Tavern,gainesville,Braselton,"american, sandwich, seafood",25,Dollar($),2,4.4,239,Low,american
Hawg Wild BBQ & Catfish House,gainesville,Clarkesville,"bbq, burger, seafood",10,Dollar($),1,4.1,235,Low,bbq
Bourbon Street Grille,gainesville,Dahlonega,"american, burger, cajun",25,Dollar($),2,3.8,88,Low,american
Smokin Gold BBQ,gainesville,Dahlonega,bbq,10,Dollar($),1,3.9,133,Low,bbq
Hoka-Hoka Japanese Steak & Sushi,gainesville,Dahlonega,"chinese, japanese, thai",10,Dollar($),1,4.4,267,Low,chinese
Shenanigan's Irish Pub,gainesville,Dahlonega,"bar food, seafood, vegetarian",25,Dollar($),2,4.1,171,Low,bar food
Fish Tales Lakeside Grille,gainesville,Flowery Branch,seafood,25,Dollar($),2,3.8,107,Low,seafood
Antebellum,gainesville,Flowery Branch,"american, southern",40,Dollar($),3,4.3,164,Low,american
Moonie's Texas Barbecue,gainesville,Flowery Branch,"bbq, sandwich",10,Dollar($),1,4.1,182,Low,bbq
Atlanta Highway Seafood Market,gainesville,Gainesville,"sandwich, seafood, cajun",25,Dollar($),2,4.9,681,Low,sandwich
Eat at Thai,gainesville,Gainesville,thai,10,Dollar($),1,4.6,357,Low,thai
Smoke House BBQ and Catering,gainesville,Gainesville,bbq,25,Dollar($),2,3.8,89,Low,bbq
2 Dog,gainesville,Gainesville,"american, european, sandwich",25,Dollar($),2,4.2,350,Low,american
Longstreet Cafe,gainesville,Gainesville,southern,10,Dollar($),1,4.3,298,Low,southern
Re-Cess,gainesville,Gainesville,"american, southern",25,Dollar($),2,4.2,319,Low,american
Bodensee,gainesville,Helen,german,40,Dollar($),3,3.8,114,Low,german
Hofer's Bakery & Cafe,gainesville,Helen,"german, ice cream",10,Dollar($),1,3.9,136,Low,german
Troll Tavern,gainesville,Helen,"burger, german, sandwich",25,Dollar($),2,2.2,108,Low,burger
The Nacoochee Village Tavern & Pizzeria,gainesville,Helen,"italian, pizza, sandwich",10,Dollar($),1,4.0,161,Low,italian
Blue Bean Love Cafe,hepburn springs,Hepburn Springs,"cafe, coffee and tea, modern australian",20,Dollar($),2,3.8,192,Low,cafe
La Trattoria of Lavandula,hepburn springs,Hepburn Springs,"italian, fusion, cafe",7,Dollar($),1,3.8,93,Low,italian
5 Little Pigs,huskisson,Huskisson,"breakfast, modern australian",20,Dollar($),2,4.1,40,Low,breakfast
Beach Box Cafe,inverloch,Inverloch,"burger, coffee and tea, modern australian",7,Dollar($),1,3.7,100,Low,burger
Funkey Monkey,lakes entrance,Lakes Entrance,"breakfast, coffee and tea",7,Dollar($),1,3.8,97,Low,breakfast
Burger Queen Drive In,lakeview,Lakeview,"burger, desserts, sandwich",10,Dollar($),1,3.6,41,Low,burger
Blue Orchid Thai Restaurant,lincoln,Haymarket,thai,25,Dollar($),2,4.5,799,Low,thai
Stillwater on Belmore,lorn,Lorn,"breakfast, coffee and tea",20,Dollar($),2,3.6,18,Low,breakfast
Mr.,macedon,Macedon,cafe,20,Dollar($),2,3.5,31,Low,cafe
Emilio's Cuban Cafe,macon,Bonaire,"coffee and tea, cuban, latin american",25,Dollar($),2,3.9,146,Low,coffee and tea
Ingleside Village Pizza,macon,Macon,"pizza, sandwich",10,Dollar($),1,4.9,478,Low,pizza
Jim Shaw's Seafood Grill & Bar,macon,Macon,seafood,25,Dollar($),2,4.6,467,Low,seafood
Mandarin Chinese Restaurant,macon,Macon,"chinese, thai",25,Dollar($),2,4.5,302,Low,chinese
Rookery,macon,Macon,"burger, desserts, bar food",25,Dollar($),2,4.5,289,Low,burger
Bonefish Grill,macon,Macon,"american, seafood",40,Dollar($),3,4.1,293,Low,american
Downtown Grill,macon,Macon,steak,70,Dollar($),4,4.0,195,Low,steak
Greek Corner Deli,macon,Macon,"desserts, greek, sandwich",10,Dollar($),1,4.3,244,Low,desserts
Natalia's,macon,Macon,"european, italian, mediterranean",70,Dollar($),4,4.2,379,Low,european
Papouli's Mediterranean Cafe & Market,macon,Macon,"greek, mediterranean, vegetarian",10,Dollar($),1,4.2,223,Low,greek
Benson's Steak and Sushi,macon,Warner Robins,"american, chinese, sushi",25,Dollar($),2,3.7,243,Low,american
My Fathers Place,macon,Warner Robins,italian,25,Dollar($),2,3.7,104,Low,italian
Sushi Thai Restaurant,macon,Warner Robins,"japanese, sushi, thai",10,Dollar($),1,3.7,153,Low,japanese
The Mellow Mushroom,macon,Warner Robins,"pizza, sandwich, vegetarian",25,Dollar($),2,3.8,323,Low,pizza
El Jalisciense Mexican Restaurant,macon,Warner Robins,mexican,10,Dollar($),1,4.1,181,Low,mexican
Greek Village,macon,Warner Robins,"american, greek, seafood",25,Dollar($),2,4.0,316,Low,american
Martin's BBQ,macon,Warner Robins,bbq,25,Dollar($),2,4.2,288,Low,bbq
Thai Pepper,macon,Warner Robins,"japanese, sushi, thai",10,Dollar($),1,4.0,232,Low,japanese
Zen Japanese Steakhouse and Sushi Bar,macon,Warner Robins,"japanese, steak, sushi",40,Dollar($),3,4.1,314,Low,japanese
Star Buffet,mayfield,Mayfield,asian,20,Dollar($),2,2.9,11,Low,asian
Triangle Restaurant,mc millan,Mc Millan,"breakfast, burger",10,Dollar($),1,2.4,17,Low,breakfast
Three Anchors,middleton beach,Middleton Beach,"bar food, modern australian",30,Dollar($),3,3.8,176,Low,bar food
Vince's Restaurant & Pizzeria,monroe,Monroe,"italian, pizza",25,Dollar($),2,3.6,65,Low,italian
Poets Cafe,montville,Montville,"coffee and tea, modern australian",30,Dollar($),3,2.4,193,Low,coffee and tea
The Artesian Restaurant,ojo caliente,Ojo Caliente,"american, international, southwestern",40,Dollar($),3,3.6,30,Low,american
Ceví_che Tapas Bar & Restaurant,orlando,Church Street District,"spanish, tapas",40,Dollar($),3,4.4,981,Low,spanish
'Ohana,orlando,Disney World Area,hawaiian,45,Dollar($),3,4.5,1151,Low,hawaiian
Earl of Sandwich,orlando,Disney: Downtown Disney,"american, sandwich, salad",35,Dollar($),3,4.7,1341,Low,american
Raglan Road Irish Pub and Restaurant,orlando,Disney: Downtown Disney,irish,50,Dollar($),4,4.3,782,Low,irish
Cafí© Tu Tu Tango,orlando,I-Drive/Universal,"new american, tapas",40,Dollar($),3,4.6,1293,Low,new american
Texas de Brazil,orlando,I-Drive/Universal,"brazilian, steak",100,Dollar($),4,4.6,2324,Low,brazilian
Bahama Breeze Island Grille,orlando,I-Drive/Universal,caribbean,45,Dollar($),3,4.3,910,Low,caribbean
Maggiano's Little Italy,orlando,I-Drive/Universal,italian,50,Dollar($),4,4.4,886,Low,italian
Hawkers Asian Street Fare,orlando,Mills 50,"asian, thai",35,Dollar($),3,4.6,1293,Low,asian
Tako Cheena by Pom Pom,orlando,Mills 50,"asian, latin american, vegetarian",10,Dollar($),1,4.4,570,Low,asian
Seasons 52 Fresh Grill,orlando,Restaurant Row,american,60,Dollar($),4,4.4,1685,Low,american
Hollerbach's Willow Tree Cafí©,orlando,Sanford,german,40,Dollar($),3,4.8,1699,Low,german
Pom Pom's Teahouse and Sandwicheria,orlando,The Milk District,"american, sandwich, tea",25,Dollar($),2,4.9,1457,Low,american
Yellow Dog Eats,orlando,Windermere,"american, bbq, sandwich",35,Dollar($),3,4.9,1252,Low,american
Tibby's New Orleans Kitchen,orlando,Winter Park,cajun,25,Dollar($),2,4.7,1412,Low,cajun
The Coop,orlando,Winter Park,"southern, cajun, soul food",25,Dollar($),2,3.6,432,Low,southern
Bosphorous Turkish Cuisine,orlando,Winter Park,"mediterranean, turkish",40,Dollar($),3,4.2,568,Low,mediterranean
Ethos Vegan Kitchen,orlando,Winter Park,"american, breakfast, vegetarian",25,Dollar($),2,4.4,797,Low,american
The Ravenous Pig,orlando,Winter Park,pub food,40,Dollar($),3,4.4,1998,Low,pub food
Vivo Bar and Grill,palm cove,Palm Cove,"mediterranean, seafood",30,Dollar($),3,4.4,381,Low,mediterranean
Pier 70,paynesville,Paynesville,modern australian,120,Dollar($),4,2.6,16,Low,modern australian
DiVine,penola,Penola,"cafe, coffee and tea, sandwich",20,Dollar($),2,3.4,19,Low,cafe
Cactus Flower Cafe Navarre,pensacola,Navarre,"mexican, southwestern, tex-mex",25,Dollar($),2,4.2,635,Low,mexican
McGuire's Irish Pub & Brewery,pensacola,Pensacola,"burger, bar food, steak",40,Dollar($),3,4.9,2238,Low,burger
New Yorker Deli & Pizzeria,pensacola,Pensacola,"italian, pizza, sandwich",10,Dollar($),1,4.6,792,Low,italian
Tu-Do Vietnamese Restaurant,pensacola,Pensacola,"asian, vietnamese",10,Dollar($),1,4.5,828,Low,asian
Carrabba's Italian Grill,pensacola,Pensacola,"italian, pizza, seafood",40,Dollar($),3,3.7,292,Low,italian
Jaco's Bayfront Bar and Grille,pensacola,Pensacola,tapas,25,Dollar($),2,3.9,502,Low,tapas
The Tin Cow,pensacola,Pensacola,"burger, bar food",25,Dollar($),2,3.7,559,Low,burger
Cactus Flower Cafe,pensacola,Pensacola,"latin american, mexican, southwestern",25,Dollar($),2,4.2,1268,Low,latin american
Dharma Blue,pensacola,Pensacola,"seafood, sushi",40,Dollar($),3,4.1,669,Low,seafood
Global Grill,pensacola,Pensacola,"european, international, tapas",40,Dollar($),3,4.4,900,Low,european
Ichiban,pensacola,Pensacola,"japanese, sushi",25,Dollar($),2,4.3,765,Low,japanese
The Fish House,pensacola,Pensacola,"american, seafood, sushi",40,Dollar($),3,4.0,1270,Low,american
Tuscan Oven,pensacola,Pensacola,"italian, mediterranean, pizza",25,Dollar($),2,4.1,502,Low,italian
Flounders Chowder House,pensacola,Pensacola Beach,seafood,40,Dollar($),3,3.9,724,Low,seafood
Hemingway's Island Grill,pensacola,Pensacola Beach,"caribbean, seafood, steak",40,Dollar($),3,3.5,479,Low,caribbean
Native Cafe,pensacola,Pensacola Beach,"breakfast, burger",25,Dollar($),2,4.2,591,Low,breakfast
Peg Leg Pete's,pensacola,Pensacola Beach,"burger, sandwich, seafood",40,Dollar($),3,4.4,1408,Low,burger
The Grand Marlin,pensacola,Pensacola Beach,"caribbean, seafood",40,Dollar($),3,4.3,905,Low,caribbean
Original Georgios Authentic Greek Food,pensacola,Perdido Key,greek,10,Dollar($),1,4.7,816,Low,greek
Fisherman's Corner,pensacola,Perdido Key,"sandwich, seafood, cajun",40,Dollar($),3,4.4,747,Low,sandwich
Mad Cowes Cafe,phillip island,Phillip Island,"breakfast, coffee and tea, modern australian",20,Dollar($),2,3.7,351,Low,breakfast
Rupes Burgers,pocatello,Blackfoot,"burger, fast food",10,Dollar($),1,3.7,104,Low,burger
Texas Roadhouse,pocatello,Chubbuck,"american, bbq, steak",45,Dollar($),3,3.5,83,Low,american
Riverwalk Cafe,pocatello,Lava Hot Springs,"asian, thai",10,Dollar($),1,3.6,91,Low,asian
Royal Hotel,pocatello,Lava Hot Springs,"pizza, bar food",0,Dollar($),1,3.6,59,Low,pizza
Buddy's Italian Restaurant,pocatello,Pocatello,"italian, pizza, sandwich",40,Dollar($),3,3.7,222,Low,italian
Butterburrs,pocatello,Pocatello,"american, breakfast",30,Dollar($),3,3.6,121,Low,american
Chang Garden,pocatello,Pocatello,chinese,10,Dollar($),1,3.5,93,Low,chinese
Fifth Street Bagelry,pocatello,Pocatello,"coffee and tea, sandwich",10,Dollar($),1,3.8,136,Low,coffee and tea
Goody's Deli,pocatello,Pocatello,"pizza, sandwich",10,Dollar($),1,3.8,160,Low,pizza
Grecian Key Restaurant,pocatello,Pocatello,"american, greek",25,Dollar($),2,3.7,152,Low,american
Outer Limits Fun Zone,pocatello,Pocatello,"burger, pizza, sandwich",10,Dollar($),1,3.5,57,Low,burger
Portneuf Valley Brewing,pocatello,Pocatello,"american, pizza",25,Dollar($),2,3.7,191,Low,american
Sandpiper Restaurant & Lounge,pocatello,Pocatello,"american, seafood, steak",40,Dollar($),3,3.6,85,Low,american
Senor Iguanas,pocatello,Pocatello,mexican,0,Dollar($),1,3.6,108,Low,mexican
Sushi Family,pocatello,Pocatello,"asian, sushi, vegetarian",25,Dollar($),2,3.6,132,Low,asian
Taste of India Nepal,pocatello,Pocatello,"indian, international, vegetarian",25,Dollar($),2,3.8,141,Low,indian
Thai Paradise,pocatello,Pocatello,"desserts, thai",25,Dollar($),2,3.7,162,Low,desserts
The Bridge,pocatello,Pocatello,new american,40,Dollar($),3,3.6,144,Low,new american
Nosh Mahal,pocatello,Pocatello,"indian, persian",25,Dollar($),2,0.0,1,Low,indian
El Herradero,pocatello,Pocatello,mexican,10,Dollar($),1,4.1,365,Low,mexican
Barrett Junction Cafe,potrero,Potrero,"american, bbq, burger",25,Dollar($),2,3.3,9,Low,american
Blue Point Grill,princeton,Princeton,seafood,70,Dollar($),4,4.0,542,Low,seafood
Giovanni's Shrimp Truck,rest of hawaii,Kahuku,seafood,25,Dollar($),2,4.5,691,Low,seafood
Kona Brewing Company,rest of hawaii,Kailua Kona,"american, pizza, bar food",35,Dollar($),3,4.7,764,Low,american
Coconuts Fish Cafe,rest of hawaii,Kihei,seafood,30,Dollar($),3,4.5,487,Low,seafood
Kihei Caffe,rest of hawaii,Kihei,"american, hawaiian",10,Dollar($),1,4.5,695,Low,american
Monkeypod Kitchen by Merriman,rest of hawaii,Kihei,burger,40,Dollar($),3,4.2,485,Low,burger
Sansei Seafood Restaurant & Sushi Bar,rest of hawaii,Kihei,"japanese, seafood, sushi",40,Dollar($),3,4.2,807,Low,japanese
Star Noodle,rest of hawaii,Lahaina,asian,10,Dollar($),1,4.6,723,Low,asian
Aloha Mixed Plate,rest of hawaii,Lahaina,"asian, breakfast, hawaiian",10,Dollar($),1,4.2,874,Low,asian
Gazebo,rest of hawaii,Lahaina,"breakfast, burger",25,Dollar($),2,4.4,552,Low,breakfast
Hula Grill,rest of hawaii,Lahaina,"hawaiian, seafood, steak",40,Dollar($),3,4.3,1056,Low,hawaiian
Kimo's,rest of hawaii,Lahaina,"hawaiian, seafood, steak",40,Dollar($),3,4.3,707,Low,hawaiian
Mama's Fish House,rest of hawaii,Paia,"hawaiian, seafood",70,Dollar($),4,4.9,1343,Low,hawaiian
Marukame Udon,rest of hawaii,Waikiki,japanese,10,Dollar($),1,4.9,602,Low,japanese
Yard House,rest of hawaii,Waikiki,"american, asian, burger",40,Dollar($),3,4.6,1078,Low,american
Lulu's Waikiki,rest of hawaii,Waikiki,american,25,Dollar($),2,3.9,232,Low,american
Duke's Waikiki,rest of hawaii,Waikiki,"hawaiian, seafood, steak",70,Dollar($),4,4.4,1492,Low,hawaiian
Eggs 'n Things,rest of hawaii,Waikiki,breakfast,10,Dollar($),1,4.0,535,Low,breakfast
Roy's,rest of hawaii,Waikiki,"asian, european, seafood",70,Dollar($),4,4.2,531,Low,asian
Wailana Coffee House,rest of hawaii,Waikiki,"american, breakfast, hawaiian",25,Dollar($),2,4.2,694,Low,american
The Lady & Sons,savannah,Savannah,southern,40,Dollar($),3,3.3,1201,Low,southern
Green Truck Pub,savannah,Savannah,burger,40,Dollar($),3,4.7,906,Low,burger
Leopold's Ice Cream,savannah,Savannah,"desserts, sandwich, ice cream",10,Dollar($),1,4.6,880,Low,desserts
Mrs. Wilkes' Dining Room,savannah,Savannah,"american, southern",40,Dollar($),3,4.5,1014,Low,american
Zunzi's,savannah,Savannah,"international, mediterranean, sandwich",25,Dollar($),2,4.5,796,Low,international
Moon River Brewing Company,savannah,Savannah,"american, bar food, sandwich",25,Dollar($),2,3.7,747,Low,american
Pirates' House Restaurant,savannah,Savannah,"american, seafood, steak",40,Dollar($),3,3.8,566,Low,american
B. Matthew's Eatery,savannah,Savannah,"american, breakfast",25,Dollar($),2,4.1,683,Low,american
Crystal Beer Parlor,savannah,Savannah,"american, bar food",25,Dollar($),2,4.4,690,Low,american
Goose Feathers Cafe and Bakery,savannah,Savannah,"breakfast, vegetarian",10,Dollar($),1,4.2,680,Low,breakfast
Henry's,savannah,Savannah,"american, breakfast",10,Dollar($),1,4.1,287,Low,american
Huey's On The River,savannah,Savannah,"breakfast, cajun",40,Dollar($),3,4.1,802,Low,breakfast
J. Christopher's,savannah,Savannah,"breakfast, diner, sandwich",25,Dollar($),2,4.3,710,Low,breakfast
Lulu's Chocolate Bar,savannah,Savannah,"coffee and tea, desserts",10,Dollar($),1,4.3,456,Low,coffee and tea
Rocks on the River,savannah,Savannah,"pizza, seafood, steak",70,Dollar($),4,4.0,687,Low,pizza
SOHO South Cafe,savannah,Savannah,"cafe, sandwich, southern",25,Dollar($),2,4.3,719,Low,cafe
The Olde Pink House,savannah,Savannah,"american, seafood, southern",70,Dollar($),4,4.4,1803,Low,american
Vic's On The River,savannah,Savannah,american,70,Dollar($),4,4.1,558,Low,american
The Crab Shack,savannah,Tybee Island,seafood,40,Dollar($),3,3.8,883,Low,seafood
Sky On 57,singapore,"Bayfront Avenue, Downtown Core","chinese, continental, singaporean",300,Dollar($),4,3.4,34,Medium,chinese
Cut By Wolfgang Puck,singapore,"Bayfront Subzone, Downtown Core","american, steak",270,Dollar($),4,4.0,33,Low,american
Restaurant Andre,singapore,"Cantonment Road, Outram","french, mediterranean, european",500,Dollar($),4,3.8,33,Medium,french
Potato Head Folk,singapore,"Chinatown, Outram",american,80,Dollar($),4,3.1,34,Low,american
Jaan,singapore,"City Hall, Downtown Core",french,430,Dollar($),4,3.8,35,Medium,french
Rhubarb Le Restaurant,singapore,"Duxton Hill, Outram",french,315,Dollar($),4,3.9,33,Medium,french
Al'frank Cookies,singapore,"Haji Lane, Rochor",bakery,20,Dollar($),2,4.2,29,Low,bakery
Fratini La Trattoria,singapore,"Hillcrest, Bukit Timah",italian,100,Dollar($),4,4.1,35,Low,italian
Boufe Boutique Cafe,singapore,"Kay Siang Road, Tanglin","italian, french, bakery, cafe",50,Dollar($),3,3.2,29,Low,italian
The Refinery Singapore,singapore,"Lavender, Kallang","american, japanese, singaporean",80,Dollar($),4,3.2,30,Low,american
Chye Seng Huat Hardware,singapore,"Lavender, Kallang",cafe,40,Dollar($),3,3.7,33,Low,cafe
